id,Date,Random,Location,Site,Observer,Depth (m),Visibility (m),Replicate,Interval,Genus,Species,Scientific Name,Count,Size Est (cm)
553,,0,,,,,,,,,,,,
554,,1,,,,,,,,,,,,
555,,0,,,,,,,,,,,,
556,,1,,,,,,,,,,,,
557,,1,,,,,,,,,,,,
558,,0,,,,,,,,,,,,
559,,0,,,,,,,,,,,,
560,,0,,,,,,,,,,,,
561,,0,,,,,,,,,,,,
562,,0,,,,,,,,,,,,
563,,0,,,,,,,,,,,,
564,,1,,,,,,,,,,,,
565,,0,,,,,,,,,,,,
566,,0,,,,,,,,,,,,
567,,0,,,,,,,,,,,,
568,,1,,,,,,,,,,,,
569,,0,,,,,,,,,,,,
570,,1,,,,,,,,,,,,
571,,0,,,,,,,,,,,,
572,,1,,,,,,,,,,,,
573,,0,,,,,,,,,,,,
574,,0,,,,,,,,,,,,
575,,0,,,,,,,,,,,,
576,,1,,,,,,,,,,,,
577,,1,,,,,,,,,,,,
578,,0,,,,,,,,,,,,
579,,0,,,,,,,,,,,,
580,,1,,,,,,,,,,,,
581,,1,,,,,,,,,,,,
582,,1,,,,,,,,,,,,
583,,1,,,,,,,,,,,,
584,,0,,,,,,,,,,,,
585,,1,,,,,,,,,,,,
586,,0,,,,,,,,,,,,
587,,1,,,,,,,,,,,,
588,,1,,,,,,,,,,,,
589,,0,,,,,,,,,,,,
590,,1,,,,,,,,,,,,
591,,0,,,,,,,,,,,,
592,,1,,,,,,,,,,,,
593,,1,,,,,,,,,,,,
594,,1,,,,,,,,,,,,
595,,1,,,,,,,,,,,,
596,,0,,,,,,,,,,,,
597,,0,,,,,,,,,,,,
598,,1,,,,,,,,,,,,
599,,1,,,,,,,,,,,,
600,,0,,,,,,,,,,,,
601,,1,,,,,,,,,,,,
602,,1,,,,,,,,,,,,
603,,1,,,,,,,,,,,,
604,,0,,,,,,,,,,,,
605,,0,,,,,,,,,,,,
606,,1,,,,,,,,,,,,
607,,1,,,,,,,,,,,,
608,,0,,,,,,,,,,,,
609,,1,,,,,,,,,,,,
610,,0,,,,,,,,,,,,
611,,1,,,,,,,,,,,,
612,,1,,,,,,,,,,,,
613,,0,,,,,,,,,,,,
614,,1,,,,,,,,,,,,
615,,0,,,,,,,,,,,,
616,,1,,,,,,,,,,,,
617,,0,,,,,,,,,,,,
618,,1,,,,,,,,,,,,
619,,0,,,,,,,,,,,,
620,,0,,,,,,,,,,,,
621,,0,,,,,,,,,,,,
622,,1,,,,,,,,,,,,
623,,0,,,,,,,,,,,,
624,,0,,,,,,,,,,,,
625,,0,,,,,,,,,,,,
626,,1,,,,,,,,,,,,
627,,0,,,,,,,,,,,,
628,,1,,,,,,,,,,,,
629,,0,,,,,,,,,,,,
630,,1,,,,,,,,,,,,
631,,1,,,,,,,,,,,,
632,,1,,,,,,,,,,,,
633,,0,,,,,,,,,,,,
634,,1,,,,,,,,,,,,
635,,0,,,,,,,,,,,,
636,,1,,,,,,,,,,,,
637,,1,,,,,,,,,,,,
638,,0,,,,,,,,,,,,
639,,0,,,,,,,,,,,,
640,,1,,,,,,,,,,,,
641,,1,,,,,,,,,,,,
642,,0,,,,,,,,,,,,
643,,0,,,,,,,,,,,,
644,,0,,,,,,,,,,,,
645,,1,,,,,,,,,,,,
646,,0,,,,,,,,,,,,
647,,1,,,,,,,,,,,,
648,,1,,,,,,,,,,,,
649,,0,,,,,,,,,,,,
650,,1,,,,,,,,,,,,
651,,0,,,,,,,,,,,,
652,,0,,,,,,,,,,,,
653,,1,,,,,,,,,,,,
654,,1,,,,,,,,,,,,
655,,0,,,,,,,,,,,,
656,,0,,,,,,,,,,,,
657,,0,,,,,,,,,,,,
658,,1,,,,,,,,,,,,
659,,0,,,,,,,,,,,,
660,,0,,,,,,,,,,,,
661,,0,,,,,,,,,,,,
662,,1,,,,,,,,,,,,
663,,0,,,,,,,,,,,,
664,,0,,,,,,,,,,,,
665,,0,,,,,,,,,,,,
666,,0,,,,,,,,,,,,
667,,1,,,,,,,,,,,,
668,,0,,,,,,,,,,,,
669,,0,,,,,,,,,,,,
670,,0,,,,,,,,,,,,
671,,0,,,,,,,,,,,,
672,,1,,,,,,,,,,,,
673,,0,,,,,,,,,,,,
674,,0,,,,,,,,,,,,
675,,1,,,,,,,,,,,,
676,,0,,,,,,,,,,,,
677,,0,,,,,,,,,,,,
678,,1,,,,,,,,,,,,
679,,0,,,,,,,,,,,,
680,,0,,,,,,,,,,,,
681,,0,,,,,,,,,,,,
682,,0,,,,,,,,,,,,
683,,1,,,,,,,,,,,,
684,,1,,,,,,,,,,,,
685,,0,,,,,,,,,,,,
686,,0,,,,,,,,,,,,
687,,1,,,,,,,,,,,,
688,,1,,,,,,,,,,,,
689,,1,,,,,,,,,,,,
690,,0,,,,,,,,,,,,
691,,1,,,,,,,,,,,,
692,,1,,,,,,,,,,,,
693,,1,,,,,,,,,,,,
694,,0,,,,,,,,,,,,
695,,0,,,,,,,,,,,,
696,,1,,,,,,,,,,,,
697,,1,,,,,,,,,,,,
698,,0,,,,,,,,,,,,
699,,1,,,,,,,,,,,,
700,,0,,,,,,,,,,,,
701,,0,,,,,,,,,,,,
702,,1,,,,,,,,,,,,
703,,1,,,,,,,,,,,,
704,,1,,,,,,,,,,,,
705,,0,,,,,,,,,,,,
706,,0,,,,,,,,,,,,
707,,1,,,,,,,,,,,,
708,,1,,,,,,,,,,,,
709,,1,,,,,,,,,,,,
710,,1,,,,,,,,,,,,
711,,0,,,,,,,,,,,,
712,,1,,,,,,,,,,,,
713,,1,,,,,,,,,,,,
714,,0,,,,,,,,,,,,
715,,0,,,,,,,,,,,,
716,,1,,,,,,,,,,,,
717,,0,,,,,,,,,,,,
718,,0,,,,,,,,,,,,
719,,1,,,,,,,,,,,,
720,,0,,,,,,,,,,,,
721,,0,,,,,,,,,,,,
722,,0,,,,,,,,,,,,
723,,0,,,,,,,,,,,,
724,,1,,,,,,,,,,,,
725,,1,,,,,,,,,,,,
726,,0,,,,,,,,,,,,
727,,1,,,,,,,,,,,,
728,,0,,,,,,,,,,,,
729,,0,,,,,,,,,,,,
730,,0,,,,,,,,,,,,
731,,0,,,,,,,,,,,,
732,,1,,,,,,,,,,,,
733,,1,,,,,,,,,,,,
734,,1,,,,,,,,,,,,
735,,1,,,,,,,,,,,,
736,,1,,,,,,,,,,,,
737,,0,,,,,,,,,,,,
738,,0,,,,,,,,,,,,
739,,0,,,,,,,,,,,,
740,,1,,,,,,,,,,,,
741,,0,,,,,,,,,,,,
742,,0,,,,,,,,,,,,
743,,0,,,,,,,,,,,,
744,,1,,,,,,,,,,,,
745,,0,,,,,,,,,,,,
746,,0,,,,,,,,,,,,
747,,1,,,,,,,,,,,,
748,,1,,,,,,,,,,,,
749,,0,,,,,,,,,,,,
750,,1,,,,,,,,,,,,
751,,0,,,,,,,,,,,,
752,,1,,,,,,,,,,,,
753,,1,,,,,,,,,,,,
754,,0,,,,,,,,,,,,
755,,1,,,,,,,,,,,,
756,,1,,,,,,,,,,,,
757,,1,,,,,,,,,,,,
758,,0,,,,,,,,,,,,
759,,1,,,,,,,,,,,,
760,,1,,,,,,,,,,,,
761,,0,,,,,,,,,,,,
762,,1,,,,,,,,,,,,
763,,0,,,,,,,,,,,,
764,,0,,,,,,,,,,,,
765,,1,,,,,,,,,,,,
766,,1,,,,,,,,,,,,
767,,1,,,,,,,,,,,,
768,,1,,,,,,,,,,,,
769,,0,,,,,,,,,,,,
770,,1,,,,,,,,,,,,
771,,0,,,,,,,,,,,,
772,,1,,,,,,,,,,,,
773,,1,,,,,,,,,,,,
774,,1,,,,,,,,,,,,
775,,0,,,,,,,,,,,,
776,,0,,,,,,,,,,,,
777,,0,,,,,,,,,,,,
778,,1,,,,,,,,,,,,
779,,0,,,,,,,,,,,,
780,,0,,,,,,,,,,,,
781,,0,,,,,,,,,,,,
782,,0,,,,,,,,,,,,
783,,0,,,,,,,,,,,,
784,,1,,,,,,,,,,,,
785,,1,,,,,,,,,,,,
786,,0,,,,,,,,,,,,
787,,1,,,,,,,,,,,,
788,,0,,,,,,,,,,,,
789,,1,,,,,,,,,,,,
790,,1,,,,,,,,,,,,
791,,1,,,,,,,,,,,,
792,,1,,,,,,,,,,,,
793,,0,,,,,,,,,,,,
794,,0,,,,,,,,,,,,
795,,1,,,,,,,,,,,,
796,,0,,,,,,,,,,,,
797,,0,,,,,,,,,,,,
798,,1,,,,,,,,,,,,
799,,0,,,,,,,,,,,,
800,,0,,,,,,,,,,,,
801,,1,,,,,,,,,,,,
802,,1,,,,,,,,,,,,
803,,1,,,,,,,,,,,,
804,,1,,,,,,,,,,,,
805,,1,,,,,,,,,,,,
806,,0,,,,,,,,,,,,
